CASE,rationale,Completeness,Contrastiveness,Plausibility,Satisfaction,Understandability,rationale_id,model,rationale_length,gender,age,country,education,employement
295,RE09,5,4,5,5,4,380,CF:PosRationales,345,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE10,5,5,5,5,5,90,MT+CF:PosRationales,281,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE11,5,4,4,4,4,9,MT+CF:RevRationales,276,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE12,5,5,4,4,5,340,MT+CF:RevRationales,271,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE13,4,5,4,5,5,44,MT+CF:RevRationales,382,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE14,4,5,5,5,5,36,MT:PosRationales,155,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE15,4,5,4,5,5,217,MT:PosRationales,123,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE16,5,4,5,5,5,57,CF:PosRationales,324,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE17,5,4,5,5,4,227,CF:PosRationales,257,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE18,5,4,5,5,5,66,MT+CF:PosRationales,237,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
295,RE19,5,4,4,4,5,241,MT+CF:PosRationales,253,male,20 to 24 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Unemployed/seeking employment
298,RE10,4,1,4,4,4,306,MT+CF:PosRationales,243,female,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
298,RE11,4,1,4,5,5,358,MT+CF:RevRationales,384,female,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
298,RE14,4,1,4,4,4,343,MT:PosRationales,245,female,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
298,RE15,2,1,2,2,4,215,MT:PosRationales,152,female,20 to 24 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
299,RE08,5,5,4,4,5,324,MT:PosRationales,214,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE09,5,4,5,4,5,113,CF:PosRationales,303,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE12,4,5,4,4,5,352,MT+CF:RevRationales,255,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE13,3,2,4,4,4,179,MT+CF:RevRationales,248,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE14,4,4,5,4,5,365,MT:PosRationales,246,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE16,4,4,5,5,5,365,CF:PosRationales,158,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE17,2,3,2,2,2,91,CF:PosRationales,195,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE18,4,4,5,5,5,236,MT+CF:PosRationales,192,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
299,RE19,3,4,4,4,3,105,MT+CF:PosRationales,229,male,35 to 39 years old,United Kingdom,"Vocational baccalaureate diploma, vocational secondary certification",Self-employed
300,RE08,4,4,4,4,4,340,MT:PosRationales,305,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE10,4,4,4,4,4,71,MT+CF:PosRationales,214,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE11,4,4,4,4,4,253,MT+CF:RevRationales,233,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE12,4,4,4,4,4,140,MT+CF:RevRationales,390,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE13,4,4,4,4,4,192,MT+CF:RevRationales,203,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE17,4,4,4,4,4,250,CF:PosRationales,276,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE18,4,4,4,4,4,327,MT+CF:PosRationales,226,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
300,RE19,4,4,4,4,4,162,MT+CF:PosRationales,267,female,55 to 59 years old,United Kingdom,"High school diploma/Intermediate/General Certificate of Secondary Education, secondary school-leaving certificate or equivalent",Other
301,RE08,4,4,4,3,4,288,MT:PosRationales,322,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE09,5,5,5,5,5,104,CF:PosRationales,166,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE10,5,4,5,5,4,200,MT+CF:PosRationales,199,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE12,5,5,5,5,5,39,MT+CF:RevRationales,307,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE14,4,4,5,5,5,184,MT:PosRationales,153,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE15,4,4,3,4,3,15,MT:PosRationales,164,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE16,5,4,5,5,5,289,CF:PosRationales,235,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE18,4,3,3,4,5,206,MT+CF:PosRationales,329,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
301,RE19,5,5,5,5,5,89,MT+CF:PosRationales,224,female,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE08,2,4,1,1,4,14,MT:PosRationales,217,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE09,5,4,5,4,4,176,CF:PosRationales,171,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE10,4,4,4,4,4,315,MT+CF:PosRationales,211,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE11,5,5,5,4,5,103,MT+CF:RevRationales,356,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE12,4,4,4,4,4,184,MT+CF:RevRationales,255,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE13,4,5,5,5,5,133,MT+CF:RevRationales,511,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE14,5,5,5,5,5,17,MT:PosRationales,201,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE15,5,5,5,5,5,357,MT:PosRationales,157,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE17,5,4,5,5,5,158,CF:PosRationales,281,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
302,RE18,5,5,5,5,5,268,MT+CF:PosRationales,214,male,25 to 29 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE08,3,2,4,4,4,18,MT:PosRationales,257,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE12,3,2,2,2,4,225,MT+CF:RevRationales,517,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE13,5,5,5,5,5,307,MT+CF:RevRationales,410,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE14,4,3,5,4,4,332,MT:PosRationales,306,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE15,2,2,4,2,4,245,MT:PosRationales,130,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE16,3,2,4,3,4,42,CF:PosRationales,287,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE17,4,2,4,4,4,309,CF:PosRationales,260,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE18,2,2,4,3,4,142,MT+CF:PosRationales,194,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
303,RE19,3,2,4,4,4,210,MT+CF:PosRationales,332,male,35 to 39 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Employee
304,RE08,4,3,5,5,5,6,MT:PosRationales,234,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE09,5,2,5,5,5,297,CF:PosRationales,305,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE10,5,2,5,5,5,258,MT+CF:PosRationales,240,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE11,5,4,5,5,5,314,MT+CF:RevRationales,323,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE12,5,3,5,5,5,36,MT+CF:RevRationales,367,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE13,5,5,5,5,5,110,MT+CF:RevRationales,505,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE14,5,2,5,5,5,209,MT:PosRationales,164,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE15,5,2,5,5,5,260,MT:PosRationales,240,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE17,4,2,4,4,4,24,CF:PosRationales,213,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE18,5,2,5,5,4,228,MT+CF:PosRationales,152,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
304,RE19,5,2,5,5,5,166,MT+CF:PosRationales,294,female,30 to 34 years old,United Kingdom,A-levels/International Baccalaureate/Higher education entrance qualification,Employee
305,RE08,2,2,4,4,4,354,MT:PosRationales,187,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE09,5,5,5,5,5,121,CF:PosRationales,205,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE10,2,4,2,2,4,146,MT+CF:PosRationales,282,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE11,5,5,5,5,5,361,MT+CF:RevRationales,297,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE13,5,5,5,5,5,134,MT+CF:RevRationales,522,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE14,2,1,2,2,2,153,MT:PosRationales,160,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE16,4,5,5,5,5,72,CF:PosRationales,285,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE17,2,2,2,4,4,286,CF:PosRationales,275,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE18,5,5,5,5,5,176,MT+CF:PosRationales,208,female,30 to 34 years old,United Kingdom,Other degree,Employee
305,RE19,5,5,5,5,5,19,MT+CF:PosRationales,164,female,30 to 34 years old,United Kingdom,Other degree,Employee
307,RE08,5,4,4,5,4,136,MT:PosRationales,255,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
307,RE09,4,3,4,4,4,56,CF:PosRationales,179,female,40 to 44 years old,United Kingdom,Vocational university/university of applied sciences/university degree,Self-employed
